sku,name,desc,price,promo_price,in_stock,type
SXA0023,SecurityXtra One Desktop Support Security inclined iPad Black,Security Support 45-degree tilt and 360 degree rotation for iPad,169.99,1.699.905,0,1216
SXA0025,SecurityXtra One Desktop Support Security inclined iPad Black Pro,Security Support 45-degree tilt and 360 degree rotation for iPad Pro,184.99,1.290.005,0,1216
SXA0040,SecurityXtra One Security Support iPad Black Pro Adjustable Wall,Adjustable safety bracket anchored to the wall for iPad Pro,210,1.590.001,0,1216
STK0014,Stikgo Case + Car Support iPhone 8/7 Plus Orange,Holster + Magnetic car holder for iPhone 8 or 7 Plus version,19.99,169.896,1,11865403
SAN0179,Extreme Cruzer Sandisk Pendrive 128GB USB 3.0,128GB USB flash drive transfer rate 245MB / s for Mac and PC,94.99,682.803,0,11935397
WAC0231,Wacom Intuos Grip Pen Digital pen 4 / C21,18g pointer 2048 Cintq pressure levels for 21 UX Intous 4 and Intuos Pro,79.9,719.902,1,1229
WAC0232,Wacom Intuos4 Classic Pen Digital Pen & C21,12g pointer 2048 to Cintq pressure levels 21 and Intous 4,79.9,799.895,0,1229
LIN0012,WRT1900ACS Linksys Wireless Router Smart Wi-Fi AC1900,Smart wireless router with Wi-Fi AC1900 Dual Band 600 + 1300 Mbps for home and business.,306,1.999.888,0,1334
APP1966,Apple iPhone 32GB Silver,New iPhone SE with 4-inch screen 32 free GB.,419,3.589.997,1,51601716
APP1968,Apple iPhone 32GB Gold,New iPhone SE with 4-inch screen 32 free GB.,419,3.589.997,0,51601716
APP1967,Apple iPhone SE 128GB Silver,New iPhone screen 4-inch 128 GB free.,529,4.689.996,1,51601716
APP1969,Apple iPhone SE 128GB Gold,New iPhone screen 4-inch 128 GB free.,529,4.689.996,1,51601716
APP1970,Apple iPhone 32GB Space Gray,New iPhone SE with 4-inch screen 32 free GB.,419,3.589.997,0,51601716
APP1974,Apple iPad Wi-Fi 32GB Silver,New iPad Wi-Fi 32GB Silver (MP2G2TY / A),402.81,3.910.018,0,1714
APP1971,Apple iPhone SE 128GB Space Gray,New iPhone screen 4-inch 128 GB free.,529,4.689.996,0,51601716
APP1972,Apple iPhone 32GB Rose Gold,New iPhone SE with 4-inch screen 32 free GB.,419,3.589.997,1,51601716
APP1973,Apple iPhone SE 128GB Rose Gold,New iPhone screen 4-inch 128 GB free.,529,4.689.996,1,51601716
APP1976,Apple iPad Wi-Fi 32GB Gold,New iPad Wi-Fi 32GB Gold (MPGT2TY / A),402.81,3.910.018,0,1714
APP1978,Apple iPad Wi-Fi 32GB Space Gray,New iPad Wi-Fi 32GB Space Gray (MP2F2TY / A),402.81,3.910.018,1,1714
APP1975,Apple iPad Wi-Fi 128GB Silver,New iPad Wi-Fi 128GB Silver (MP2J2TY / A),502.81,487.002,0,1714
APP1977,Apple iPad Wi-Fi 128GB Gold,New iPad Wi-Fi 128GB Gold (MPGW2TY / A),502.81,487.002,0,1714
APP1979,Apple iPad Wi-Fi 128GB Space Gray,New Apple iPad Wi-Fi 128GB Space Gray (MP2H2TY / A),502.81,487.002,0,1714
APP1980,Apple iPad Wi-Fi + Cellular 32GB Silver,New iPad Wi-Fi + Cellular 32GB Silver (MP1L2TY / A),562.81,5.460.016,0,1714
APP1981,Apple iPad Wi-Fi + Cellular 128GB Silver,New iPad Wi-Fi + Cellular 128GB Silver (MP272TY / A),662.81,6.430.013,0,1714
APP1982,Apple iPad Wi-Fi + Cellular 32GB Gold,New iPad Wi-Fi + Cellular 32GB Gold (MPG42TY / A),562.81,5.460.016,0,1714
APP1983,Apple iPad Wi-Fi + Cellular 128GB Gold,New iPad Wi-Fi + Cellular 128GB Gold (MPG52TY / A),662.81,6.430.013,0,1714
APP1984,Apple iPad Wi-Fi + Cellular 32GB Space Gray,New iPad Wi-Fi + Cellular 32GB Space Gray (MP1J2TY / A),562.81,5.460.016,0,1714
APP1985,Apple iPad Wi-Fi + Cellular 128GB Space Gray,New Apple iPad Wi-Fi 128GB Space Gray (MP262TY / A),662.81,6.430.013,1,1714
APP1986,Apple iPhone 7 (PRODUCT) Red 128GB,New iPhone 7 Special Edition red 128GB Free,8.276.703,8.290.013,0,85641716
APP2006,Watch Apple Nike + 38mm aluminum case in silver and Nike Sport Strap Pure Platinum / White,Apple Watch 38 mm GPS processor with dual core Submersible 50mts strap exclusive Nike +,439,4.390.001,0,24885185
APP2008,Watch Apple Nike + 42mm aluminum case in silver and Nike Sport Strap Pure Platinum / White,Apple Watch 42 mm GPS processor with dual core Submersible 50mts strap exclusive Nike +,469,4.689.996,0,24895185
APP2005,Watch Apple Nike + 38mm Aluminum Case and Space Gray Nike Sport Strap Anthracite / Black,Apple Watch 38 mm GPS processor with dual core Submersible 50mts strap exclusive Nike +,439,4.390.001,0,24885185
APP2007,Watch Apple Nike + 42mm Aluminum Case and Space Gray Nike Sport Strap Anthracite / Black,42mm Apple Watch GPS processor with dual core Submersible 50mts strap exclusive Nike +,469,4.689.996,0,24895185
APP1987,Apple iPhone 7 (PRODUCT) Red 256GB,New iPhone 7 Special Edition red 256GB Free,990.33,899.001,0,85641716
APP2009,Apple Watch Series 1 38mm Aluminum Gold Case and Strap Sport Blue Night,Apple Watch Series 1 sports strap 38 mm with blue and gold aluminum case,339,3.389.997,0,24885185
APP1988,Apple iPhone 7 Plus (PRODUCT) Red 128GB,New iPhone 7 plus special edition red free 128GB,889,872.001,0,85651716
APP2011,Apple Watch Series 1 42mm Aluminum Gold Case and Strap Sport Blue Night,Apple Watch Series 1 sports strap 42 mm with blue and gold aluminum case,369,3.690.004,0,24895185
APP1965,Apple iPhone 7 Plus (PRODUCT) Red 256GB,New iPhone 7 plus special edition red free 256GB,1130.33,10.790.006,0,85651716
APP2004,Apple Watch Series 2 42mm Aluminum Gold Case and Strap Sport Blue Night,Apple Watch Series 2 42 mm with sports strap in blue and gold aluminum case,469,4.689.996,0,24895185
APP2002,Apple Watch Series 2 38mm Aluminum Gold Case and Strap Sport Blue Night,Apple Watch Series 2 38 mm with sports strap in blue and gold aluminum case,439,4.390.001,0,24885185
APP2010,Apple Watch Series 1 Aluminum 42mm Rose Gold Case and Strap Sports Rosa Ara,Apple Watch 42 mm Series 1 sports-strap in pink and rose gold aluminum case,369,3.690.004,0,24895185
APP2003,Apple Watch Series 2 Aluminum 42mm Rose Gold Case and Strap Sports Arena Rosa,Apple Watch Series 2 42 mm with sports belt in pink and rose gold aluminum case,469,4.689.996,0,24895185
APP2012,Apple iPad Smart Cover Case Charcoal Gray,smart cover with different positions for iPad (2017 Edition),45,420.003,0,12635403
APP2173,"Apple iPad Smart Cover Case Pro 10.5 ""Charcoal Gray",smart cover with function on / off and adjust to different positions for iPad Pro 105,59,56,0,12635403
APP2014,Apple Smart Cover iPad Case (PRODUCT) RED,smart cover with different positions for iPad (2017 Edition),45,389.995,0,12635403
APP2015,Apple iPad Smart Cover Case Blue Night,smart cover with different positions for iPad (2017 Edition),45,420.003,0,12635403
APP2016,Apple iPad Smart Cover Case Rosa Arena,smart cover with different positions for iPad (2017 Edition),45,420.003,0,12635403
APP1989,Apple iPhone Leather Case Cover Brown Candy,And microfiber leather case for iPhone Premium SE,45,420.003,0,11865403
APP1996,Apple iPhone Silicone Case Cover 7 Blue Celeste,Ultrathin silicone case and microfiber premium for iPhone 7,39,339.998,0,11865403
APP1997,Apple iPhone Silicone Case Cover 7 Camelia,Ultrathin silicone case and microfiber premium for iPhone 7,39,339.998,0,11865403
WAC0234,Wacom Intuos Pro Pen Digital Pen + Case,Pointer with 2048 pressure levels + case for Intuos Pro,799.895,799.895,1,1229
WAC0236,Wacom Bamboo Pen Digital pen,12g pointer 512 pressure levels for Bamboo MTE-450,34.99,349.896,1,1229
APP1990,Apple iPhone Leather Case Cover 7 Brown Topo,ultrathin leather case and microfiber premium for iPhone 7,55,455.408,0,11865403
APP1991,Apple iPhone Leather Case Cover 7 Blue Sapphire,ultrathin leather case and microfiber premium for iPhone 8 or 7,55,519.998,1,11865403
APP1960,"Apple MacBook Pro 13 ""with Touch Bar | Keyboard English | Core i7 33GHz | RAM 16GB | 512GB PCIe SSD Plata",MacBook Pro 13-inch Touch Bar and English keyboard 33 GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe (MNQG2Y / A),2799,2.804.584,0,"9,29E+11"
APP1994,Apple iPhone Leather Case Cover 8/7 Baya,ultrathin leather case and microfiber premium for iPhone 8 or 7,55,45,0,11865403
WAC0237,Digital Pen Wacom pen CTL-480S,digital pen with 1024 levels of pressure to CTL280,24.9,249.901,0,1229
APP1992,Apple iPhone Leather Case Cover Plus Topo 7 Brown,ultrathin leather case and microfiber premium for iPhone 7 Plus,59,490.002,0,11865403
PIE0017,Piece Original SIM tray iPhone 3G / 3GS Black,original piece of SIM card tray for iPhone 3G / 3GS,69.938,69.938,0,21485407
APP1993,Apple Leather Case iPhone Case Sapphire Blue 7 plus,ultrathin leather case and microfiber premium for iPhone 7 Plus,59,490.002,0,11865403
APP1995,Leather Case Cover Apple iPhone 7 Plus Baya,ultrathin leather case and microfiber premium for iPhone 7 Plus,59,490.002,0,11865403
APP1998,Apple iPhone Silicone Case Case 7 Black Pebble,Ultrathin silicone case and microfiber premium for iPhone 7,39,339.998,0,11865403
APP1999,Apple iPhone Silicone Case Cover 8 Plus / 7 Plus / 6s Plus / 6 Plus Blue Celeste,Ultrathin silicone case and microfiber premium for iPhone 7 Plus,45,389.995,0,11865403
SXA0020,SecurityXtra Akimbo iPad Support Black,robust support with viewing angle of 30 degrees for iPad,49.99,499.899,0,1216
APP2000,Apple iPhone Silicone Case Cover 8 Plus / 7 Plus / 6s Plus / 6 Plus Camelia,Ultrathin silicone case and microfiber premium for iPhone 8 Plus / 7 Plus / 6s Plus / 6 Plus,45,389.995,0,11865403
APP2001,Apple iPhone Silicone Case Cover 8 Plus / 7 Plus / 6s Plus / 6 Plus Pebble Gray,Ultrathin silicone case and microfiber premium for iPhone iPhone 8 Plus / 7 Plus / 6s Plus / 6 Plus,45,369.897,0,11865403
WAC0238,Digital Pen Wacom stylus CTH-470S / 670s Silver,Intuos Pen digital pen for Touch and pressure with 1024 levels,34.9,349.896,1,1229
SXA0015-A,Open - SecurityXtra Cables Security Kit,Security cable kit in perfect condition but with open packaging,34.99,229.778,0,1325
WAC0239,"Cintiq Wacom Graphics Tablet Pro 16 ""UHD Adobe RGB 94%",graphics tablet 16-inch UHD resolution (3840 x 2160px) 94% Adobe RGB Pen Pro Pen 2 Connection USB-C for Mac and PC,1599.9,13.389.981,0,1405
WAC0233,Wacom Intuos 4 Case Transport size M,Carrying case Intuos 4 graphics tablet,24.89,239.895,0,101781405
WAC0235,Wacom Intuos 4 Case Transport size S,Carrying case for graphics tablet Intuos 4 S,1.999.041,199.904,0,101781405
WAC0240,Education - Wacom Bamboo A5 Slate Gray,Bloc notes A5 size smart app includes pen button to save your notes,129.99,1.089.895,0,1405
WAC0241,Education - Wacom Bamboo Folio A4 Black,Bloc smart cover and case notes for tablets up 97 includes pencil,199.99,1.599.898,0,1405
WAC0242,Education - A4 Wacom Bamboo Slate Gray,Bloc notes A4 smart pen includes app button to save your notes,149.99,125.99,0,1405
PAC1927,"Second hand - Apple iMac 20 ""Core 2 Duo 226GHz | 2GB RAM | 160GB HDD",IMac used 20 inch Core 2 Duo 226GHz | 2GB RAM | 160GB HDD,2.360.303,2.855.967,0,1282
PAC1930,"Second hand - Apple iMac 215 ""Core i5 Quad-Core 27GHz | 8GB RAM | 1TB HDD | Mid 2011 (MC812LL / A)",IMac used i5 215 inch quad-core 27GHz | 8GB RAM | 1TB HDD | Mid 2011 (MC812LL / A),1199,8.355.901,0,1282
PAC1928,"Second hand - Apple iMac 215 ""Core i7 Quad-Core 28GHz | 8GB RAM | 1TB HDD",IMac used i7 215 inch quad-core 27GHz | 8GB RAM | 1TB HDD,1199,9.365.846,0,1282
PAC1932,"Second hand - Apple LED Cinema Display 27 ""Mid 2010 (MC007LL / A)",Cinema Display used 27 inch Mid 2010 (MC007LL / A),999,8.345.842,0,1282
OTT0137-A,Open - Otterbox Clearly Protected gel Case iPhone 6 / 6S Transparent,transparent cover and a flexible piece TPU for iPhone 6 and iPhone 6s,19.99,88.366,0,1298
APP1744-A,Open - Air Apple iPad 2 Wi-Fi 32GB Dorado,New iPad Air 2 Wi-Fi 32GB (MNV72TY / A),429,3.528.116,0,1298
APP1480-A,"Open - Apple iPad Pro 9.7 ""32GB Wi-Fi Plata",New iPad Pro 9.7 inch 32GB Wi-Fi.,679,6.498.015,0,1298
APP0921-A,Open - (OEM) EarPods Headphones with Remote and Apple-compatible micro,IPhone iPad and iPod headphones with microphone and remote reconditioned,35,11.132,0,5384
WAC0217-A,Open - Intuos Pro Paper M South Graphics Tablet - Education,Large graphic tablet allows you to design on paper includes pointer Pro Pen Wacom pen 2 and FineTip for Mac and PC,429.9,3.206.882,0,1405
BEL0232-A,Open - Belkin MIXIT Spiral cable jack to jack 18m 35mm Black,Coiled Cable for iPhone iPad and iPod,14.99,7.709,0,1298
OWC0173-A,Open - OWC USB-C Dock USB 3.1 / HDMI / Audio / GigaEthernet Gray,Dock USB-C multiple connections and SD reader Macbook.,217.99,1.501.113,0,1298
BEZ0191-A,"Open - Be.ez LArobe ONE Macbook 12 ""Red",Macbook thin sheath 12 inches.,29.9,198.695,0,1298
STM0091-A,"Open - STM Dux Case Macbook Pro Retina 13 ""Red / Transparent",Transparent protective cover for MacBook Pro Retina 13,59.95,320.332,0,1298
APP0200-A,"Open - Apple 60W MagSafe charger MacBook and MacBook Pro 13 """,Charger MacBook and 13 inch MacBook MagSafe 60 W (MC461Z / A).,89,773.381,0,1298
SPE0183-A,"Open - Speck Case SmartShell MacBook Pro 13 ""Touch Bar Transparent",transparent housing for MacBook Pro 13 inch Touch Bar,49.99,34.03,0,1298
HOC0015,Hoco Milanese Edition Apple Watch Strap Black 38mm,Stainless steel strap Hoco black color for Apple Watch 38mm,89,59.99,1,2449
HOC0016,Hoco Milanese Apple Watch Edition 42mm Black Belt,Stainless steel strap Color Black Hoco for Apple Watch 42 mm,89,69.99,0,2449
SXA0039,SecurityXtra One Security Support adjustable iPad Wall White,Adjustable safety support wall anchor iPad,199.99,1.299.903,0,1216
HOC0014,Hoco Milanese Edition Apple Watch Strap 42mm Silver,Stainless steel strap silver Hoco for Apple Watch 42mm,89,69.99,0,2449
HOC0013,Hoco Milanese Edition Apple Watch Strap 38mm Silver,Stainless steel strap silver for Apple Watch 38mm,89,59.99,1,2449
PAC1931,"Second hand - Apple iMac 215 ""Core i5 Quad-Core 27GHz | 8GB RAM | 1TB HDD",IMac reconditioned 215 inch quad-core i5 27GHz | 8GB RAM | 1TB HDD,1199,8.555.914,0,1282
HOC0007,Nike hoco Series Apple Watch Strap 38mm Black / Gray,Silicone Strap Sports Watch 38mm Apple,45,269.903,1,2449
MAT0008,Backlit Keyboard Matias Bluetooth numerical Aluminum + Spanish iOS and Mac Plata,Backlit Wireless Keyboard for iPad iPhone Aluminum iPod Touch Mac and PC,169.99,1.499.892,0,5401
HOC0008,Nike hoco Series Apple Watch Strap 42mm Black / Gray,Silicone Strap Sports Watch 42mm Apple,45,249.889,0,2449
MAT0007,Matias Bluetooth keyboard Aluminum + Spanish number IOS and Mac Plata,Aluminum Bluetooth keypad manages 4 devices simultaneously for PC and Mac iPad iPhone,119.99,1.199.897,1,13855401
HOC0009,Nike hoco Series Apple Watch Strap 38mm Black / Yellow,Silicone Strap Sports Watch 38mm Apple,45,249.901,0,2449
HOC0010,Nike hoco Series Apple Watch Strap 42mm Black / Yellow,Silicone Strap Sports Watch 42mm Apple,45,249.889,0,2449
HOC0011,Nike hoco Series Apple Watch Strap 38mm White / Yellow,Sports belt silicone strap for Apple Watch 38mm,45,299.899,1,2449
HOC0012,Nike hoco Series Apple Watch Strap 42mm White / Yellow,Silicone Strap Sports Watch 42mm Apple,45,249.889,0,2449
STC0007,Stacked Speed ​​Case Bundle Case iPhone wireless charging battery 7,Wireless charging cover with 2000mAh battery + wireless + Wall Charger for iPhone 7,99.99,715.304,1,"5,49E+11"
STC0008,Stacked Speed ​​Case Bundle Case iPhone wireless charging battery 7 Black Plus,2000mAh Battery Case + wireless + Wall Charger for iPhone 7 Plus,99.99,715.304,0,"5,49E+11"
LAC0228,Lacie d2 Hard Drive 6TB Thunderbolt 3,6TB external hard drive designed to work 24x7 Thunderbolt 3 and 5 years warranty for Mac and PC,429,335.994,0,11935397
LAC0229,Lacie d2 Hard Drive 8TB Thunderbolt 3,8TB external hard drive designed to work 24x7 Thunderbolt 3 and 5 years warranty for Mac and PC,529,425.995,0,11935397
LAC0230,Lacie d2 Hard Drive 10TB Thunderbolt 3,10TB external hard drive designed to work 24x7 Thunderbolt 3 and 5 years warranty for Mac and PC,629,503.994,0,11935397
PAC1939,"Second hand - Apple iMac 215 ""Core i5 Quad-Core 25GHz | 4GB RAM | 1TB HDD",Computer Refurbished iMac Core i5 215 inches 25GHz | 4GB RAM | 1TB HDD,1199,8.189.998,0,1282
PAC1938,"Second hand - Apple iMac 215 ""Core i5 Quad-Core 25GHz | 4GB RAM | 1TB HDD",Computer Refurbished iMac Core i5 215 inches 25GHz | 4GB RAM | 1TB HDD,1199,7.999.894,0,"5,72E+15"
PAC1940,"Second hand - Apple iMac 215 ""Core i5 Quad-Core 25GHz | 4GB RAM | 1TB HDD",Computer Refurbished iMac Core i5 215 inches 25GHz | 4GB RAM | 1TB HDD,1199,8.165.846,0,"5,72E+15"
SAT0051,Support Satechi Slim MacBook or iMac Aluminum Gold Monitor,Stand with aluminum finish and practical design for MacBook or iMac Monitor,49.99,297.406,1,8696
LAC0225,Lacie Rugged Hard Drive 2TB USB-C Thunderbolt,"2TB hard drive rugged, compact Thunderbolt and USB-C for Mac and PC",209.99,1.699.941,0,11935397
LAC0226,Lacie Rugged Hard Disk Thunderbolt 4TB USB-C,"4TB hard disk rugged, compact Thunderbolt and USB-C for Mac and PC",269.99,2.289.949,0,11935397
LAC0227,5TB Lacie Rugged Hard Disk Thunderbolt USB-C,"5TB hard disk rugged, compact Thunderbolt and USB-C for Mac and PC",299.99,2.499.945,0,11935397
SAT0054,Satechi Hub Multiport USB-C 4K HDMI Space Gray,Aluminum adapter with USB Type-C HDMI 4K three ports USB Type-A Ethernet input and SD card reader micro SD for Mac and PC.,89.99,69.99,1,12585395
SAT0053,Satechi Multiport USB Hub HDMI 4K-C Plata,Aluminum adapter with USB Type-C HDMI 4K three ports USB Type-A Ethernet input and SD card reader micro SD for Mac and PC.,89.99,69.99,1,12585395
PAC1936,Second hand - Apple Mac mini Core i5 | 4GB RAM | 500GB HDD,Computer Core i5 Mac mini used | 4GB RAM | 500GB HDD,610,5.490.004,0,1282
PAC1935,"Second hand - Apple iMac 215 ""Core i7 Quad-Core 28GHz | 8GB RAM | 1TB HDD",IMac used i7 215 inch quad-core 28GHz | 8GB RAM | 1TB HDD,1199,9.055.967,0,1282
PAC1937,Second hand - Apple Mac mini Core 2 Duo | 4GB RAM | 320GB HDD,Computer Core i5 Mac mini used | 4GB RAM | 320GB HDD,699,4.555.944,0,"5,44E+11"
PAC1934,"Second hand - Apple iMac 215 ""Core i5 Quad-Core 27GHz | 8GB RAM | 1TB HDD | Mid 2011 (MC812LL / A)",IMac used i5 215 inch quad-core 27GHz | 8GB RAM | 1TB HDD | Mid 2011 (MC812LL / A),1199,8.755.927,0,1282
STC0009,Stacked Wall Charger Wireless Charger White wall,magnetic wall charger for batteries Stacked,24.99,249.901,0,5399
OWC0219,OWC Thunderbolt Cable 3 / USB-C 1m 40Gb / s,1m cable speeds up to 40Gb / s and 3 to Thunderbolt Thunderbolt connection 3 (USB-C) for Mac and PC,60.99,489.905,1,1325
OWC0220,OWC Thunderbolt Cable 3 / USB-C 2m 40Gb / s,2m cable speeds up to 40Gb / s and 3 to Thunderbolt Thunderbolt connection 3 (USB-C) for Mac and PC,69.99,589.899,0,1325
OWC0221,OWC Thunderbolt Cable 3 / USB-C 05m 40Gb / s,05m cable speeds up to 40Gb / s and 3 to Thunderbolt Thunderbolt connection 3 (USB-C) for Mac and PC,24.99,199.904,0,1325
OWC0222,OWC Thunderbolt Cable 3 / USB-C 1m 20Gb / s,1m cable speeds up to 20Gb / s and 3 to Thunderbolt Thunderbolt connection 3 (USB-C) for Mac and PC,29.99,239.895,0,1325
OWC0223,OWC Thunderbolt Cable 3 / USB-C 2m 20Gb / s,2m cable speeds up to 20Gb / s and 3 to Thunderbolt Thunderbolt connection 3 (USB-C) for Mac and PC,48.99,269.903,1,1325
WAC0243,"Wacom MobileStudio Pro 13 ""i5 64GB",Professional graphics tablet with 13-inch and 64 GB Pen stylus Pro 2 for Mac and PC,1599,1.536.994,0,1405
LAC0231,LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0 Oro Rosa,2TB External Hard Drive USB-C and USB 3.0 connection for Mac and PC,134.99,999.944,1,11935397
DLL0050,"Dell S2418H InfinityEdge 238 Monitor ""HDR Ultra Thin 99% sRGB",238 inch monitor with slim frames HDR 99% sRGB (color depth) Mac and PC,214.99,1.869.898,0,1296
DLL0048,"Monitor Dell S2218H InfinityEdge 215 ""Ultra Slim FHD",215 inch widescreen monitor angle 21 degrees FHD with cable and HDMI connection for Mac and PC,134.99,1.239.899,0,1296
DLL0049,"Dell S2318H InfinityEdge Monitor 23 ""FHD Ultra Slim",23-inch widescreen monitor angle 21 degrees FHD with cable and HDMI connection for Mac and PC,158.99,1.379.993,0,1296
DLL0051,"Dell S2718H InfinityEdge Monitor 27 ""HDR Ultra Thin 99% sRGB",27-inch monitor with slim frames HDR 99% sRGB (color depth) Mac and PC,251.99,2.189.991,1,1296
PAC1954,"Second hand - Apple LED Cinema Display 27 """,Cinema Display 27-inch reconditioned,999,8.290.004,0,1282
PAC1953,"Apple LED Cinema Display 24 """,Monitor Refurbished Apple Cinema Display 24 inch,899,5.990.001,0,1282
SNN0057,Sonnet Thunderbolt Cable 0.5m Black 3,Cable length 05 m with connection Thunderbolt Thunderbolt 3 to 3 for Mac and PC,28.44,239.895,0,1325
SNN0058,Sonnet Thunderbolt Cable 1m Black 3,Cable length 1 m with connection Thunderbolt Thunderbolt 3 to 3 for Mac and PC,65.95,639.896,0,1325
APP2045,Open - July 32 GB Apple iPhone Black - Like New,Apple iPhone 7 Free 32GB Black (MN8X2QL / A),769,6.203.307,0,1716
APP2024,Open - Apple iPhone 5s 16GB Space Gray - As new,Free Apple iPhone 5s 16GB Space Gray (ME432Y / A),489,3.303.312,0,1716
APP2036,Open - Apple iPhone 64 GB Space Gray - As new,Free Apple iPhone 64GB Space Gray (MLM62Y / A),549,4.503.305,0,51601716
APP2046,Open - Apple iPhone 32GB 7 Gold - Like New,Apple iPhone 32GB 7 Free Plata (MN902QL / A),769,6.003.306,0,1716
APP2025,Open - iPhone 5S 16GB Silver,Free Apple iPhone 5s Apple Refurbished 16GB Silver (ME432Y / A),409,2.803.304,0,1716
APP2037,Like new - Apple iPhone 16 GB Oro Rosa,Apple iPhone SE Free Refurbished 16GB Rose Gold (MLXN2Y / A),489,2.503.309,0,51601716
APP2047,Open - July 32 GB Apple iPhone Gold - like new,Apple iPhone 32GB 7 Free Gold (MN902QL / A),769,6.503.314,0,1716
APP2038,Open - Apple iPhone 16 GB Oro Rosa - like new,Apple iPhone 16GB Free Oro Rosa (MLXN2Y / A),489,3.803.308,0,51601716
APP2048,Open - July 32 GB Apple iPhone Rose Gold - Like New,Apple iPhone 32GB 7 Free Oro Rosa (MN912QL / A),769,6.503.314,0,1716
APP2049,Open - Apple iPhone 7128 GB Black - Like New,Apple iPhone 7 Free 128 GB Black (MN922QL / A),879,7.503.307,0,1716
APP2040,Open - Apple iPhone 7 Plus 256GB Black - Like New,Apple iPhone 7 Plus Free 256 GB Black (MN4W2QL / A),1129,960.331,0,85651716
APP2050,Open - Apple iPhone 7128 GB Black - Like New,Apple iPhone 7 Free 128 GB Black (MN922QL / A),879,7.003.311,0,1716
APP2026,Open - 16GB Apple iPhone 6s Plata - like new,Apple Apple iPhone 6s Free 16 GB Silver (ME432Y / A),659,5.303.309,0,1716
APP2051,Open - Apple iPhone 7128 GB Black - Like New,Apple iPhone 7 Free 128 GB Black (MN922QL / A),879,680.331,0,1716
APP2056,Open - Apple iPhone 7256 GB Black - Like New,Apple iPhone 7 Free 256 GB Black (MN972QL / A),989,8.003.315,0,1716
APP2042,Open - Apple iPhone 7 Plus 32GB Black - Like New,Apple iPhone 7 Plus Free 32 GB Black (MN4W2QL / A),909,7.703.308,0,85651716
APP2052,Open - Apple iPhone 7128 GB Silver - like new,Apple iPhone 7 Free 128 GB Silver (MN932QL / A),879,7.003.311,0,1716
APP2027,Open - Pink Apple iPhone 6s 16GB Gold - Like New,Apple 16GB Apple iPhone 6s Rose Gold (MKQM2QL / A),659,5.203.315,0,1716
APP2043,Open - Apple iPhone 7 Plus 32GB Black - Like New,Apple iPhone 7 Plus Free 32 GB Black (MNQM2QL / A),909,7.303.306,0,85651716
APP2028,Open - Apple iPhone 6s 64GB Space Gray - As new,Apple iPhone 6s 64GB Space Gray (MKQN2QL / A),769,5.903.312,0,1716
APP2053,Open - Apple iPhone 7128 GB Oro Rosa - like new,Apple iPhone 7 128GB Gold Free Rosa (MN952QL / A),879,7.003.311,0,1716
APP2029,Open - Apple iPhone 6s 64GB Space Gray - As new,Apple Apple iPhone 6s 64GB Space Gray (MKQN2QL / A),769,6.103.313,0,1716
APP2030,Open - Apple iPhone 6s 64GB Silver - like new,Apple Apple iPhone 6s 64 GB Silver (MKQP2QL / A),769,6.103.313,0,1716
APP2044,Open - Apple iPhone 7 Plus 32GB Silver - like new,Apple iPhone 7 Plus Free 32 GB Silver (MN4X2QL / A),909,7.303.306,0,85651716
APP2031,Open - Apple iPhone 6s 64GB Silver - like new,Apple Apple iPhone 6s 64 GB Silver (MKQP2QL / A),769,5.703.311,0,1716
APP2054,Open - Apple iPhone 7128 GB Oro Rosa - like new,Apple iPhone 7 128GB Gold Free Rosa (MN952QL / A),879,680.331,0,1716
APP2041,Open - Apple iPhone 7 Plus 256GB Silver - like new,Apple iPhone 7 Plus Free 256 GB Silver (MN4X2QL / A),1129,9.103.314,0,85651716
APP2055,Open - Apple iPhone 7128 GB Black Bright - like new,Apple iPhone 7 Free 128 GB Black (MN962QL / A),879,680.331,0,1716
APP2032,Open - Apple iPhone 6s 64GB Gold - like new,Apple Apple iPhone 6s 64GB Gold (MKQP2QL / A),769,6.003.306,0,1716
APP2039,Open - Apple iPhone 7 Plus 128GB Oro Rosa - like new,Apple iPhone 7 Plus Free Rose Gold 128GB (MN4U2QL / A),1019,830.331,0,85651716
APP2033,Like New - iPhone 6s Plus 16GB Space Gray,Apple Apple iPhone 6s Plus 16GB Space Gray Reconditioned,769,6.003.306,0,1716
APP2034,Open - Apple iPhone 6s Plus 32GB Space Gray - As new,Apple Apple iPhone 6s Plus 32GB Space Gray (MN2V2QL / A),659,5.503.322,0,1716
APP2035,Open - Apple iPhone 6s Plus 128GB Gold - like new,Apple iPhone 6s Plus 128GB Gold (MKUF2QL / A),879,7.003.311,0,1716
SNN0056,Sonnet Echo Express Thunderbolt SE1 3 Chassis PCIe expansion,Thunderbolt Expansion Chassis 3 for PCIe Cards,301.29,2.799.892,0,12995397
SNN0055,Sonnet Echo Express Thunderbolt SEL 3 Chassis PCIe expansion,Thunderbolt expansion chassis 3 for low profile PCIe cards,301.29,2.799.892,0,12995397
SNN0059,Sonnet Upgrade Card expansion card Echo Express Thunderbolt 3 SEL,Thunderbolt expansion card to SEL 3 for Echo Express Thunderbolt 2 Edition,180.29,1.729.901,0,1276
